"type","value","source"
"url","https://smartscreen-api.com","public"
"domain","accounts.mgovcloud.in.cloudshare.digital","public"
"domain","api.nova-blight.top","public"
"domain","bamboulacity.nova-blight.xyz","public"
"domain","drdo.gov.in.nominationdrdo.report","public"
"domain","email.gov.in.briefcases.email","public"
"domain","email.gov.in.defencedept.work","public"
"domain","email.gov.in.departmentofdefence.de","public"
"domain","email.gov.in.departmentofspace.info","public"
"domain","email.gov.in.indiadefencedepartment.link","public"
"domain","email.gov.in.indiangov.download","public"
"domain","email.gov.in.ministryofdefenceindia.org","public"
"domain","email.gov.in.modindia.link","public"
"domain","iaf.nic.in.ministryofdefenceindia.org","public"
"domain","indianarmy.nic.in.departmentofdefence.de","public"
"domain","indianarmy.nic.in.ministryofdefenceindia.org","public"
"domain","jkpolice.gov.in.kashmirattack.exposed","public"
"domain","kig.skyvaulyt.ru","public"
"domain","mail.misstallion.com","public"
"domain","mea.gov.in.indiandefence.services","public"
"domain","mod.gov.in.defencepersonnel.support","public"
"domain","mod.gov.in.indiandefence.directory","public"
"domain","mod.gov.in.indiandefence.services","public"
"domain","mod.gov.in.modpersonnel.support","public"
"domain","nova-blight.xyz","public"
"domain","sbvhn.com","public"
"domain","shadow.nova-blight.top","public"
"domain","www.email.gov.in.indiandefence.work","public"
"domain","www.mod.gov.in.indiandefence.services","public"
